,ZoneCode,ZoneName,RegeionCode,RegeionName,ProductCategoryName,BusinessNature,Budget,Sales
567,Z37,Brahmanbaria,R155,Brahmanbaria - C,NAPRYN,G,"63,665","69,925"
568,Z37,Brahmanbaria,R155,Brahmanbaria - C,ORICEF,G,"464,426","623,121"
569,Z37,Brahmanbaria,R155,Brahmanbaria - C,OXOFYLINE,G,"3,223","3,223"
570,Z37,Brahmanbaria,R155,Brahmanbaria - C,POGO,G,"46,175","32,158"
571,Z37,Brahmanbaria,R155,Brahmanbaria - C,PRENAT,G,"14,168","15,293"
572,Z37,Brahmanbaria,R155,Brahmanbaria - C,ROCAL,G,"35,922","42,188"
573,Z37,Brahmanbaria,R155,Brahmanbaria - C,SANGRIL,G,"3,193","5,645"
574,Z37,Brahmanbaria,R155,Brahmanbaria - C,SANTOGEN,G,"55,998","42,504"
575,Z37,Brahmanbaria,R155,Brahmanbaria - C,ZEROPAIN,G,"19,311","16,627"
576,Z37,Brahmanbaria,R155,Brahmanbaria - C,ZYDUS,G,"7,556","7,556"
577,Z37,Brahmanbaria,R307,Brahmanbaria - A,PALZEN,G,375,375
578,Z37,Brahmanbaria,R307,Brahmanbaria - A,STENER,G,"7,646","4,948"
579,Z37,Brahmanbaria,R307,Brahmanbaria - A,TERNILLA,G,"18,748","19,018"
580,Z37,Brahmanbaria,R307,Brahmanbaria - A,VECTRA,G,"3,448","3,598"
581,Z37,Brahmanbaria,R321,NABINAGAR,ALCET,G,"185,192","178,334"
582,Z37,Brahmanbaria,R321,NABINAGAR,VECTRA,G,"7,309","7,196"
583,Z37,Brahmanbaria,R321,NABINAGAR,ZOVENTA,G,"49,925","37,781"
584,Z37,Brahmanbaria,R324,KOSBA,AROXOL,G,"7,103","11,256"
585,Z37,Brahmanbaria,R324,KOSBA,BONDROVA,G,"20,570","20,570"
586,Z37,Brahmanbaria,R324,KOSBA,ESITA,G,"36,057","40,855"
587,Z37,Brahmanbaria,R324,KOSBA,FELURIC,G,"1,619","1,889"
588,Z37,Brahmanbaria,R324,KOSBA,FUROTIL,G,"108,531","98,733"
589,Z37,Brahmanbaria,R324,KOSBA,HYALGUN,G,0,0
590,Z37,Brahmanbaria,R324,KOSBA,OXAGON,G,562,0
591,Z37,Brahmanbaria,R324,KOSBA,ROCEF,G,"2,800","6,034"
592,Z37,Brahmanbaria,R324,KOSBA,SERGEL,G,"3,581,239","3,716,619"
593,Z37,Brahmanbaria,R324,KOSBA,ZOVENTA,G,"45,607","31,124"
594,Z37,Brahmanbaria,R370,SARAIL,ABICON,G,"12,818","5,622"
595,Z37,Brahmanbaria,R370,SARAIL,FUROTIL,G,"99,891","83,605"
596,Z37,Brahmanbaria,R370,SARAIL,NOVEA,G,"2,474","2,204"
597,Z37,Brahmanbaria,R370,SARAIL,OPAL,G,"46,312","63,178"
598,Z37,Brahmanbaria,R370,SARAIL,ZEROPAIN,G,"24,543","24,558"
599,Z37,Brahmanbaria,R541,AKHAURA,AVANZA,G,"7,826","3,328"
600,Z37,Brahmanbaria,R541,AKHAURA,CLACIDO,G,"36,770","50,669"
601,Z37,Brahmanbaria,R541,AKHAURA,CLEOCIN,G,0,0
602,Z37,Brahmanbaria,R541,AKHAURA,DENVAR,G,"221,244","213,669"
603,Z37,Brahmanbaria,R541,AKHAURA,LYRIC,G,"52,608","42,144"
604,Z37,Brahmanbaria,R541,AKHAURA,ROXETIL,G,142,712
605,Z37,Brahmanbaria,R541,AKHAURA,TREXAM,G,0,450
606,Z37,Brahmanbaria,R541,AKHAURA,ZILAS,G,"19,565","16,192"
607,Z37,Brahmanbaria,R560,VIS-B.Baria,ALCET,G,0,375
608,Z37,Brahmanbaria,R560,VIS-B.Baria,AZOBRIN,V,"2,624","3,748"
609,Z37,Brahmanbaria,R560,VIS-B.Baria,BETAVAL,V,"15,399","18,094"
610,Z37,Brahmanbaria,R560,VIS-B.Baria,COMBIVER,R,"6,274","7,489"
611,Z37,Brahmanbaria,R560,VIS-B.Baria,DELPARK,V,"20,795","23,437"
612,Z37,Brahmanbaria,R560,VIS-B.Baria,DISYS,C,0,225
613,Z37,Brahmanbaria,R560,VIS-B.Baria,ELMISAN,V,"9,595","8,996"
614,Z37,Brahmanbaria,R560,VIS-B.Baria,FLOWRAP,V,"19,161","22,219"
615,Z37,Brahmanbaria,R560,VIS-B.Baria,TAMISOL D,V,"4,048","6,297"
616,Z37,Brahmanbaria,R560,VIS-B.Baria,TOBREL,V,"1,199",0
617,Z37,Brahmanbaria,R151,Brahmanbaria - B,BONTIV,G,"6,549","4,534"
618,Z37,Brahmanbaria,R151,Brahmanbaria - B,EMISTAT,G,"183,709","190,140"
619,Z37,Brahmanbaria,R151,Brahmanbaria - B,ESITA,G,"42,279","45,427"
620,Z37,Brahmanbaria,R151,Brahmanbaria - B,HYALGUN,G,0,0
621,Z37,Brahmanbaria,R151,Brahmanbaria - B,NEOPENEM,G,"28,561","188,569"
622,Z37,Brahmanbaria,R151,Brahmanbaria - B,NUTRILIVE,G,"2,361",0
623,Z37,Brahmanbaria,R151,Brahmanbaria - B,OXAGON,G,0,0
624,Z37,Brahmanbaria,R151,Brahmanbaria - B,ROCIPRO,G,"1,574",0
625,Z37,Brahmanbaria,R151,Brahmanbaria - B,ROSELA,G,"2,924","3,373"
626,Z37,Brahmanbaria,R151,Brahmanbaria - B,SYNDOL,G,0,0
627,Z37,Brahmanbaria,R151,Brahmanbaria - B,ZOVENTA,G,"42,909","30,765"
628,Z37,Brahmanbaria,R153,MADHOBPUR,ACTILAC,G,"4,310","9,276"
629,Z37,Brahmanbaria,R153,MADHOBPUR,ALCET,G,"260,342","250,897"
630,Z37,Brahmanbaria,R153,MADHOBPUR,ALINIX,G,"6,080","5,754"
631,Z37,Brahmanbaria,R153,MADHOBPUR,BROMOXOL,G,738,581
632,Z37,Brahmanbaria,R153,MADHOBPUR,DENTRO,G,"5,038","1,124"
633,Z37,Brahmanbaria,R153,MADHOBPUR,NAPRYN,G,"59,100","47,624"
634,Z37,Brahmanbaria,R153,MADHOBPUR,NIRVANA,G,0,0
635,Z37,Brahmanbaria,R153,MADHOBPUR,NUTRILIVE,G,"8,396","2,886"
636,Z37,Brahmanbaria,R153,MADHOBPUR,OXOFYLINE,G,"4,648","8,096"
637,Z37,Brahmanbaria,R153,MADHOBPUR,POGO,G,"84,705","40,853"
638,Z37,Brahmanbaria,R153,MADHOBPUR,PRENAT,G,"31,304","25,772"
639,Z37,Brahmanbaria,R153,MADHOBPUR,RESQUIN,G,0,270
640,Z37,Brahmanbaria,R153,MADHOBPUR,SKILOX,G,"19,093","12,369"
641,Z37,Brahmanbaria,R153,MADHOBPUR,VIFAS,G,"20,056","12,095"
642,Z37,Brahmanbaria,R153,MADHOBPUR,ZEROPAIN,G,"19,611","12,459"
643,Z37,Brahmanbaria,R155,Brahmanbaria - C,CAFEDON,G,"5,997","6,747"
644,Z37,Brahmanbaria,R155,Brahmanbaria - C,CANDINIL,G,"12,351","9,477"
645,Z37,Brahmanbaria,R155,Brahmanbaria - C,CLACIDO,G,"42,355","30,615"
646,Z37,Brahmanbaria,R155,Brahmanbaria - C,DANILO,G,"5,442","7,466"
647,Z37,Brahmanbaria,R155,Brahmanbaria - C,OPAL,G,"26,612","21,739"
648,Z37,Brahmanbaria,R155,Brahmanbaria - C,PALZEN,G,0,0
649,Z37,Brahmanbaria,R155,Brahmanbaria - C,REEF-D,G,"55,997","65,180"
650,Z37,Brahmanbaria,R155,Brahmanbaria - C,TERNILLA,G,"30,743","29,671"
651,Z37,Brahmanbaria,R155,Brahmanbaria - C,TREXAM,G,"1,799",0
652,Z37,Brahmanbaria,R155,Brahmanbaria - C,VASPINE,G,0,"1,199"
653,Z37,Brahmanbaria,R307,Brahmanbaria - A,CANDINIL,G,"10,781","8,523"
654,Z37,Brahmanbaria,R307,Brahmanbaria - A,CEVION,G,0,61
655,Z37,Brahmanbaria,R307,Brahmanbaria - A,DANILO,G,"8,816","5,892"
656,Z37,Brahmanbaria,R307,Brahmanbaria - A,LYRIC,G,"49,985","48,036"
657,Z37,Brahmanbaria,R307,Brahmanbaria - A,MYOREL,G,"1,113",371
658,Z37,Brahmanbaria,R307,Brahmanbaria - A,NFT-100,G,"4,498","5,907"
659,Z37,Brahmanbaria,R307,Brahmanbaria - A,ORICEF,G,"574,846","925,881"
660,Z37,Brahmanbaria,R307,Brahmanbaria - A,ROCAL,G,"34,339","32,609"
661,Z37,Brahmanbaria,R307,Brahmanbaria - A,ROSELA,G,"2,969","2,699"
662,Z37,Brahmanbaria,R307,Brahmanbaria - A,SANTE,G,"8,883","4,835"
663,Z37,Brahmanbaria,R307,Brahmanbaria - A,SANTOGEN,G,"52,849","42,954"
664,Z37,Brahmanbaria,R307,Brahmanbaria - A,ZYDUS,G,"7,976","4,618"
665,Z37,Brahmanbaria,R321,NABINAGAR,CANDINIL,G,"23,159","19,835"
666,Z37,Brahmanbaria,R321,NABINAGAR,CEVION,G,"1,696","3,756"
667,Z37,Brahmanbaria,R321,NABINAGAR,LYRIC,G,"49,985","46,642"
668,Z37,Brahmanbaria,R321,NABINAGAR,MYOREL,G,"5,869","3,233"
669,Z37,Brahmanbaria,R321,NABINAGAR,NFT-100,G,"7,646","1,349"
670,Z37,Brahmanbaria,R321,NABINAGAR,ORICEF,G,"262,829","156,838"
671,Z37,Brahmanbaria,R321,NABINAGAR,PREGEL,G,937,562
672,Z37,Brahmanbaria,R321,NABINAGAR,ROCAL,G,"71,827","79,553"
673,Z37,Brahmanbaria,R321,NABINAGAR,SANTE,G,"33,057","25,411"
674,Z37,Brahmanbaria,R321,NABINAGAR,SANTOGEN,G,"56,223","52,399"
675,Z37,Brahmanbaria,R324,KOSBA,ACTILAC,G,"2,624","2,905"
676,Z37,Brahmanbaria,R324,KOSBA,CLONATRIL,G,"36,612",0
677,Z37,Brahmanbaria,R324,KOSBA,GEMICIN,G,0,0
678,Z37,Brahmanbaria,R324,KOSBA,NUTRILIVE,G,"1,574",0
679,Z37,Brahmanbaria,R324,KOSBA,SYNDOL,G,0,0
680,Z37,Brahmanbaria,R324,KOSBA,SYNFLEX,G,0,191
681,Z37,Brahmanbaria,R324,KOSBA,VORIFAST,G,"73,164","82,309"
682,Z37,Brahmanbaria,R370,SARAIL,DENTRO,G,900,0
683,Z37,Brahmanbaria,R370,SARAIL,IBIDA,G,0,"2,999"
684,Z37,Brahmanbaria,R370,SARAIL,MENSIL N,G,"17,631","10,705"
685,Z37,Brahmanbaria,R370,SARAIL,NIRVANA,G,882,660
686,Z37,Brahmanbaria,R370,SARAIL,PREGEL,G,750,750
687,Z37,Brahmanbaria,R370,SARAIL,SANGRIL,G,"4,453","4,678"
688,Z37,Brahmanbaria,R370,SARAIL,SKILOX,G,"26,367","21,828"
689,Z37,Brahmanbaria,R370,SARAIL,SLIMFAST,G,"8,636","12,954"
690,Z37,Brahmanbaria,R370,SARAIL,SYNDOL PLUS,G,0,0
691,Z37,Brahmanbaria,R370,SARAIL,VECTRA,G,"3,523","2,136"
692,Z37,Brahmanbaria,R541,AKHAURA,DENTRO,G,"1,124",0
693,Z37,Brahmanbaria,R541,AKHAURA,IBIDA,G,0,"3,373"
694,Z37,Brahmanbaria,R541,AKHAURA,MENSIL N,G,"18,261","10,390"
695,Z37,Brahmanbaria,R541,AKHAURA,NIRVANA,G,360,114
696,Z37,Brahmanbaria,R541,AKHAURA,PREGEL,G,187,0
697,Z37,Brahmanbaria,R541,AKHAURA,SANGRIL,G,"1,124","3,711"
698,Z37,Brahmanbaria,R541,AKHAURA,SKILOX,G,"17,259","18,957"
699,Z37,Brahmanbaria,R541,AKHAURA,SLIMFAST,G,"23,748","33,463"
700,Z37,Brahmanbaria,R541,AKHAURA,VECTRA,G,"3,823","4,423"
701,Z37,Brahmanbaria,R560,VIS-B.Baria,ADAPEL,V,"8,276","13,719"
702,Z37,Brahmanbaria,R560,VIS-B.Baria,FLEXIMOOV,V,"5,496","5,649"
703,Z37,Brahmanbaria,R560,VIS-B.Baria,FORMOCORT EASYCAP,R,607,"1,822"
704,Z37,Brahmanbaria,R560,VIS-B.Baria,HYPNOCUM,V,"5,847","7,421"
705,Z37,Brahmanbaria,R560,VIS-B.Baria,POVIDEX,V,"85,429","94,252"
706,Z37,Brahmanbaria,R560,VIS-B.Baria,RASAGIL,V,"13,418","12,594"
